STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,freq,Time frequency,isced11,International Standard Classification of Education (ISCED 2011),acl00,Classification of activities for time use,age,Age class,sex,Sex,unit,Unit of measure,geo,Geopolitical entity (reporting),TIME_PERIOD,Time,OBS_VALUE,Observation value,OBS_FLAG,Observation status (Flag) V2 structure,CONF_STATUS,Confidentiality status (flag)
dataflow,ESTAT:ILC_SCP19$DV_1042(1.0),"Persons participating in formal/informal voluntary activities or active citizenship by sex, age and educational attainment",A,Annual,TOTAL,All ISCED 2011 levels,AC42A,Informal voluntary activities,Y30-54,From 30 to 54 years,F,Females,PC,Percentage,BG,Bulgaria,2022,,3.2,,,,,
dataflow,ESTAT:ILC_SCP19$DV_1042(1.0),"Persons participating in formal/informal voluntary activities or active citizenship by sex, age and educational attainment",A,Annual,TOTAL,All ISCED 2011 levels,AC42A,Informal voluntary activities,Y30-54,From 30 to 54 years,F,Females,PC,Percentage,CH,Switzerland,2015,,51.3,,,,,
dataflow,ESTAT:ILC_SCP19$DV_1042(1.0),"Persons participating in formal/informal voluntary activities or active citizenship by sex, age and educational attainment",A,Annual,TOTAL,All ISCED 2011 levels,AC42A,Informal voluntary activities,Y30-54,From 30 to 54 years,F,Females,PC,Percentage,CH,Switzerland,2022,,30.9,,,,,
dataflow,ESTAT:ILC_SCP19$DV_1042(1.0),"Persons participating in formal/informal voluntary activities or active citizenship by sex, age and educational attainment",A,Annual,TOTAL,All ISCED 2011 levels,AC42A,Informal voluntary activities,Y30-54,From 30 to 54 years,F,Females,PC,Percentage,CY,Cyprus,2015,,2.9,,,,,
dataflow,ESTAT:ILC_SCP19$DV_1042(1.0),"Persons participating in formal/informal voluntary activities or active citizenship by sex, age and educational attainment",A,Annual,TOTAL,All ISCED 2011 levels,AC42A,Informal voluntary activities,Y30-54,From 30 to 54 years,F,Females,PC,Percentage,CY,Cyprus,2022,,28.9,,,,,
dataflow,ESTAT:ILC_SCP19$DV_1042(1.0),"Persons participating in formal/informal voluntary activities or active citizenship by sex, age and educational attainment",A,Annual,TOTAL,All ISCED 2011 levels,AC42A,Informal voluntary activities,Y30-54,From 30 to 54 years,F,Females,PC,Percentage,CZ,Czechia,2015,,19.5,,,,,
dataflow,ESTAT:ILC_SCP19$DV_1042(1.0),"Persons participating in formal/informal voluntary activities or active citizenship by sex, age and educational attainment",A,Annual,TOTAL,All ISCED 2011 levels,AC42A,Informal voluntary activities,Y30-54,From 30 to 54 years,F,Females,PC,Percentage,CZ,Czechia,2022,,15.5,,,,,
dataflow,ESTAT:ILC_SCP19$DV_1042(1.0),"Persons participating in formal/informal voluntary activities or active citizenship by sex, age and educational attainment",A,Annual,TOTAL,All ISCED 2011 levels,AC42A,Informal voluntary activities,Y30-54,From 30 to 54 years,F,Females,PC,Percentage,DE,Germany,2015,,11.0,,,,,
dataflow,ESTAT:ILC_SCP19$DV_1042(1.0),"Persons participating in formal/informal voluntary activities or active citizenship by sex, age and educational attainment",A,Annual,TOTAL,All ISCED 2011 levels,AC42A,Informal voluntary activities,Y30-54,From 30 to 54 years,F,Females,PC,Percentage,DE,Germany,2022,,,,u,low reliability,,
dataflow,ESTAT:ILC_SCP19$DV_1042(1.0),"Persons participating in formal/informal voluntary activities or active citizenship by sex, age and educational attainment",A,Annual,TOTAL,All ISCED 2011 levels,AC42A,Informal voluntary activities,Y30-54,From 30 to 54 years,F,Females,PC,Percentage,DK,Denmark,2015,,42.8,,,,,
dataflow,ESTAT:ILC_SCP19$DV_1042(1.0),"Persons participating in formal/informal voluntary activities or active citizenship by sex, age and educational attainment",A,Annual,TOTAL,All ISCED 2011 levels,AC42A,Informal voluntary activities,Y30-54,From 30 to 54 years,F,Females,PC,Percentage,DK,Denmark,2022,,24.0,,,,,
dataflow,ESTAT:ILC_SCP19$DV_1042(1.0),"Persons participating in formal/informal voluntary activities or active citizenship by sex, age and educational attainment",A,Annual,TOTAL,All ISCED 2011 levels,AC42A,Informal voluntary activities,Y30-54,From 30 to 54 years,F,Females,PC,Percentage,EA20,Euro area – 20 countries (from 2023),2022,,14.8,,e,estimated,,
dataflow,ESTAT:ILC_SCP19$DV_1042(1.0),"Persons participating in formal/informal voluntary activities or active citizenship by sex, age and educational attainment",A,Annual,TOTAL,All ISCED 2011 levels,AC42A,Informal voluntary activities,Y30-54,From 30 to 54 years,F,Females,PC,Percentage,EE,Estonia,2015,,29.7,,,,,
dataflow,ESTAT:ILC_SCP19$DV_1042(1.0),"Persons participating in formal/informal voluntary activities or active citizenship by sex, age and educational attainment",A,Annual,TOTAL,All ISCED 2011 levels,AC42A,Informal voluntary activities,Y30-54,From 30 to 54 years,F,Females,PC,Percentage,EE,Estonia,2022,,15.8,,,,,
dataflow,ESTAT:ILC_SCP19$DV_1042(1.0),"Persons participating in formal/informal voluntary activities or active citizenship by sex, age and educational attainment",A,Annual,TOTAL,All ISCED 2011 levels,AC42A,Informal voluntary activities,Y30-54,From 30 to 54 years,F,Females,PC,Percentage,EL,Greece,2015,,17.2,,,,,
dataflow,ESTAT:ILC_SCP19$DV_1042(1.0),"Persons participating in formal/informal voluntary activities or active citizenship by sex, age and educational attainment",A,Annual,TOTAL,All ISCED 2011 levels,AC42A,Informal voluntary activities,Y30-54,From 30 to 54 years,F,Females,PC,Percentage,EL,Greece,2022,,8.1,,,,,
dataflow,ESTAT:ILC_SCP19$DV_1042(1.0),"Persons participating in formal/informal voluntary activities or active citizenship by sex, age and educational attainment",A,Annual,TOTAL,All ISCED 2011 levels,AC42A,Informal voluntary activities,Y30-54,From 30 to 54 years,F,Females,PC,Percentage,ES,Spain,2015,,12.6,,,,,
dataflow,ESTAT:ILC_SCP19$DV_1042(1.0),"Persons participating in formal/informal voluntary activities or active citizenship by sex, age and educational attainment",A,Annual,TOTAL,All ISCED 2011 levels,AC42A,Informal voluntary activities,Y30-54,From 30 to 54 years,F,Females,PC,Percentage,ES,Spain,2022,,7.6,,,,,
dataflow,ESTAT:ILC_SCP19$DV_1042(1.0),"Persons participating in formal/informal voluntary activities or active citizenship by sex, age and educational attainment",A,Annual,TOTAL,All ISCED 2011 levels,AC42A,Informal voluntary activities,Y30-54,From 30 to 54 years,F,Females,PC,Percentage,EU27_2020,European Union - 27 countries (from 2020),2015,,24.0,,,,,
dataflow,ESTAT:ILC_SCP19$DV_1042(1.0),"Persons participating in formal/informal voluntary activities or active citizenship by sex, age and educational attainment",A,Annual,TOTAL,All ISCED 2011 levels,AC42A,Informal voluntary activities,Y30-54,From 30 to 54 years,F,Females,PC,Percentage,EU27_2020,European Union - 27 countries (from 2020),2022,,16.0,,e,estimated,,
dataflow,ESTAT:ILC_SCP19$DV_1042(1.0),"Persons participating in formal/informal voluntary activities or active citizenship by sex, age and educational attainment",A,Annual,TOTAL,All ISCED 2011 levels,AC42A,Informal voluntary activities,Y30-54,From 30 to 54 years,F,Females,PC,Percentage,FI,Finland,2015,,79.0,,,,,
dataflow,ESTAT:ILC_SCP19$DV_1042(1.0),"Persons participating in formal/informal voluntary activities or active citizenship by sex, age and educational attainment",A,Annual,TOTAL,All ISCED 2011 levels,AC42A,Informal voluntary activities,Y30-54,From 30 to 54 years,F,Females,PC,Percentage,FR,France,2015,,23.1,,,,,
dataflow,ESTAT:ILC_SCP19$DV_1042(1.0),"Persons participating in formal/informal voluntary activities or active citizenship by sex, age and educational attainment",A,Annual,TOTAL,All ISCED 2011 levels,AC42A,Informal voluntary activities,Y30-54,From 30 to 54 years,F,Females,PC,Percentage,FR,France,2022,,13.2,,,,,
dataflow,ESTAT:ILC_SCP19$DV_1042(1.0),"Persons participating in formal/informal voluntary activities or active citizenship by sex, age and educational attainment",A,Annual,TOTAL,All ISCED 2011 levels,AC42A,Informal voluntary activities,Y30-54,From 30 to 54 years,F,Females,PC,Percentage,HR,Croatia,2015,,21.3,,,,,
dataflow,ESTAT:ILC_SCP19$DV_1042(1.0),"Persons participating in formal/informal voluntary activities or active citizenship by sex, age and educational attainment",A,Annual,TOTAL,All ISCED 2011 levels,AC42A,Informal voluntary activities,Y30-54,From 30 to 54 years,F,Females,PC,Percentage,HR,Croatia,2022,,10.2,,,,,
dataflow,ESTAT:ILC_SCP19$DV_1042(1.0),"Persons participating in formal/informal voluntary activities or active citizenship by sex, age and educational attainment",A,Annual,TOTAL,All ISCED 2011 levels,AC42A,Informal voluntary activities,Y30-54,From 30 to 54 years,F,Females,PC,Percentage,HU,Hungary,2015,,8.8,,,,,
dataflow,ESTAT:ILC_SCP19$DV_1042(1.0),"Persons participating in formal/informal voluntary activities or active citizenship by sex, age and educational attainment",A,Annual,TOTAL,All ISCED 2011 levels,AC42A,Informal voluntary activities,Y30-54,From 30 to 54 years,F,Females,PC,Percentage,HU,Hungary,2022,,12.3,,,,,
dataflow,ESTAT:ILC_SCP19$DV_1042(1.0),"Persons participating in formal/informal voluntary activities or active citizenship by sex, age and educational attainment",A,Annual,TOTAL,All ISCED 2011 levels,AC42A,Informal voluntary activities,Y30-54,From 30 to 54 years,F,Females,PC,Percentage,IE,Ireland,2015,,41.0,,u,low reliability,,
dataflow,ESTAT:ILC_SCP19$DV_1042(1.0),"Persons participating in formal/informal voluntary activities or active citizenship by sex, age and educational attainment",A,Annual,TOTAL,All ISCED 2011 levels,AC42A,Informal voluntary activities,Y30-54,From 30 to 54 years,F,Females,PC,Percentage,IE,Ireland,2022,,18.6,,,,,
dataflow,ESTAT:ILC_SCP19$DV_1042(1.0),"Persons participating in formal/informal voluntary activities or active citizenship by sex, age and educational attainment",A,Annual,TOTAL,All ISCED 2011 levels,AC42A,Informal voluntary activities,Y30-54,From 30 to 54 years,F,Females,PC,Percentage,IS,Iceland,2015,,66.4,,,,,
dataflow,ESTAT:ILC_SCP19$DV_1042(1.0),"Persons participating in formal/informal voluntary activities or active citizenship by sex, age and educational attainment",A,Annual,TOTAL,All ISCED 2011 levels,AC42A,Informal voluntary activities,Y30-54,From 30 to 54 years,F,Females,PC,Percentage,IT,Italy,2015,,13.4,,,,,
dataflow,ESTAT:ILC_SCP19$DV_1042(1.0),"Persons participating in formal/informal voluntary activities or active citizenship by sex, age and educational attainment",A,Annual,TOTAL,All ISCED 2011 levels,AC42A,Informal voluntary activities,Y30-54,From 30 to 54 years,F,Females,PC,Percentage,IT,Italy,2022,,4.6,,,,,
dataflow,ESTAT:ILC_SCP19$DV_1042(1.0),"Persons participating in formal/informal voluntary activities or active citizenship by sex, age and educational attainment",A,Annual,TOTAL,All ISCED 2011 levels,AC42A,Informal voluntary activities,Y30-54,From 30 to 54 years,F,Females,PC,Percentage,LT,Lithuania,2015,,21.3,,,,,
dataflow,ESTAT:ILC_SCP19$DV_1042(1.0),"Persons participating in formal/informal voluntary activities or active citizenship by sex, age and educational attainment",A,Annual,TOTAL,All ISCED 2011 levels,AC42A,Informal voluntary activities,Y30-54,From 30 to 54 years,F,Females,PC,Percentage,LT,Lithuania,2022,,13.9,,,,,
dataflow,ESTAT:ILC_SCP19$DV_1042(1.0),"Persons participating in formal/informal voluntary activities or active citizenship by sex, age and educational attainment",A,Annual,TOTAL,All ISCED 2011 levels,AC42A,Informal voluntary activities,Y30-54,From 30 to 54 years,F,Females,PC,Percentage,LU,Luxembourg,2015,,30.4,,,,,
dataflow,ESTAT:ILC_SCP19$DV_1042(1.0),"Persons participating in formal/informal voluntary activities or active citizenship by sex, age and educational attainment",A,Annual,TOTAL,All ISCED 2011 levels,AC42A,Informal voluntary activities,Y30-54,From 30 to 54 years,F,Females,PC,Percentage,LU,Luxembourg,2022,,12.5,,,,,
dataflow,ESTAT:ILC_SCP19$DV_1042(1.0),"Persons participating in formal/informal voluntary activities or active citizenship by sex, age and educational attainment",A,Annual,TOTAL,All ISCED 2011 levels,AC42A,Informal voluntary activities,Y30-54,From 30 to 54 years,F,Females,PC,Percentage,LV,Latvia,2015,,38.1,,,,,
dataflow,ESTAT:ILC_SCP19$DV_1042(1.0),"Persons participating in formal/informal voluntary activities or active citizenship by sex, age and educational attainment",A,Annual,TOTAL,All ISCED 2011 levels,AC42A,Informal voluntary activities,Y30-54,From 30 to 54 years,F,Females,PC,Percentage,LV,Latvia,2022,,21.0,,,,,
dataflow,ESTAT:ILC_SCP19$DV_1042(1.0),"Persons participating in formal/informal voluntary activities or active citizenship by sex, age and educational attainment",A,Annual,TOTAL,All ISCED 2011 levels,AC42A,Informal voluntary activities,Y30-54,From 30 to 54 years,F,Females,PC,Percentage,ME,Montenegro,2015,,2.7,,,,,
dataflow,ESTAT:ILC_SCP19$DV_1042(1.0),"Persons participating in formal/informal voluntary activities or active citizenship by sex, age and educational attainment",A,Annual,TOTAL,All ISCED 2011 levels,AC42A,Informal voluntary activities,Y30-54,From 30 to 54 years,F,Females,PC,Percentage,ME,Montenegro,2022,,8.1,,,,,
dataflow,ESTAT:ILC_SCP19$DV_1042(1.0),"Persons participating in formal/informal voluntary activities or active citizenship by sex, age and educational attainment",A,Annual,TOTAL,All ISCED 2011 levels,AC42A,Informal voluntary activities,Y30-54,From 30 to 54 years,F,Females,PC,Percentage,MK,North Macedonia,2015,,21.7,,,,,
dataflow,ESTAT:ILC_SCP19$DV_1042(1.0),"Persons participating in formal/informal voluntary activities or active citizenship by sex, age and educational attainment",A,Annual,TOTAL,All ISCED 2011 levels,AC42A,Informal voluntary activities,Y30-54,From 30 to 54 years,F,Females,PC,Percentage,MT,Malta,2015,,1.2,,,,,
dataflow,ESTAT:ILC_SCP19$DV_1042(1.0),"Persons participating in formal/informal voluntary activities or active citizenship by sex, age and educational attainment",A,Annual,TOTAL,All ISCED 2011 levels,AC42A,Informal voluntary activities,Y30-54,From 30 to 54 years,F,Females,PC,Percentage,MT,Malta,2022,,8.4,,,,,
dataflow,ESTAT:ILC_SCP19$DV_1042(1.0),"Persons participating in formal/informal voluntary activities or active citizenship by sex, age and educational attainment",A,Annual,TOTAL,All ISCED 2011 levels,AC42A,Informal voluntary activities,Y30-54,From 30 to 54 years,F,Females,PC,Percentage,NL,Netherlands,2015,,85.8,,,,,
dataflow,ESTAT:ILC_SCP19$DV_1042(1.0),"Persons participating in formal/informal voluntary activities or active citizenship by sex, age and educational attainment",A,Annual,TOTAL,All ISCED 2011 levels,AC42A,Informal voluntary activities,Y30-54,From 30 to 54 years,F,Females,PC,Percentage,NL,Netherlands,2022,,78.2,,,,,
dataflow,ESTAT:ILC_SCP19$DV_1042(1.0),"Persons participating in formal/informal voluntary activities or active citizenship by sex, age and educational attainment",A,Annual,TOTAL,All ISCED 2011 levels,AC42A,Informal voluntary activities,Y30-54,From 30 to 54 years,F,Females,PC,Percentage,NO,Norway,2015,,79.6,,,,,
dataflow,ESTAT:ILC_SCP19$DV_1042(1.0),"Persons participating in formal/informal voluntary activities or active citizenship by sex, age and educational attainment",A,Annual,TOTAL,All ISCED 2011 levels,AC42A,Informal voluntary activities,Y30-54,From 30 to 54 years,F,Females,PC,Percentage,NO,Norway,2022,,82.1,,,,,
dataflow,ESTAT:ILC_SCP19$DV_1042(1.0),"Persons participating in formal/informal voluntary activities or active citizenship by sex, age and educational attainment",A,Annual,TOTAL,All ISCED 2011 levels,AC42A,Informal voluntary activities,Y30-54,From 30 to 54 years,F,Females,PC,Percentage,PL,Poland,2015,,55.7,,u,low reliability,,
dataflow,ESTAT:ILC_SCP19$DV_1042(1.0),"Persons participating in formal/informal voluntary activities or active citizenship by sex, age and educational attainment",A,Annual,TOTAL,All ISCED 2011 levels,AC42A,Informal voluntary activities,Y30-54,From 30 to 54 years,F,Females,PC,Percentage,PL,Poland,2022,,26.9,,,,,
dataflow,ESTAT:ILC_SCP19$DV_1042(1.0),"Persons participating in formal/informal voluntary activities or active citizenship by sex, age and educational attainment",A,Annual,TOTAL,All ISCED 2011 levels,AC42A,Informal voluntary activities,Y30-54,From 30 to 54 years,F,Females,PC,Percentage,PT,Portugal,2015,,25.9,,,,,
dataflow,ESTAT:ILC_SCP19$DV_1042(1.0),"Persons participating in formal/informal voluntary activities or active citizenship by sex, age and educational attainment",A,Annual,TOTAL,All ISCED 2011 levels,AC42A,Informal voluntary activities,Y30-54,From 30 to 54 years,F,Females,PC,Percentage,PT,Portugal,2022,,18.6,,,,,
dataflow,ESTAT:ILC_SCP19$DV_1042(1.0),"Persons participating in formal/informal voluntary activities or active citizenship by sex, age and educational attainment",A,Annual,TOTAL,All ISCED 2011 levels,AC42A,Informal voluntary activities,Y30-54,From 30 to 54 years,F,Females,PC,Percentage,RO,Romania,2015,,3.6,,,,,
dataflow,ESTAT:ILC_SCP19$DV_1042(1.0),"Persons participating in formal/informal voluntary activities or active citizenship by sex, age and educational attainment",A,Annual,TOTAL,All ISCED 2011 levels,AC42A,Informal voluntary activities,Y30-54,From 30 to 54 years,F,Females,PC,Percentage,RO,Romania,2022,,5.1,,,,,
dataflow,ESTAT:ILC_SCP19$DV_1042(1.0),"Persons participating in formal/informal voluntary activities or active citizenship by sex, age and educational attainment",A,Annual,TOTAL,All ISCED 2011 levels,AC42A,Informal voluntary activities,Y30-54,From 30 to 54 years,F,Females,PC,Percentage,RS,Serbia,2015,,13.4,,,,,
dataflow,ESTAT:ILC_SCP19$DV_1042(1.0),"Persons participating in formal/informal voluntary activities or active citizenship by sex, age and educational attainment",A,Annual,TOTAL,All ISCED 2011 levels,AC42A,Informal voluntary activities,Y30-54,From 30 to 54 years,F,Females,PC,Percentage,RS,Serbia,2022,,9.6,,,,,
